Name,Address,City,Rating,Review Count,Coordinates,Price
DOB Sound & Studios,"['8531 Wellsford Pl', 'Ste I', 'Santa Fe Springs, CA 90670']",Santa Fe Springs,4.0,24,"{'latitude': 33.9644877, 'longitude': -118.0592899}",
Slomovidbooth,"['Pico Rivera, CA 90601']",Pico Rivera,5.0,1,"{'latitude': 33.98491, 'longitude': -118.03728}",
Video Equipment Rentals,"['912 Ruberta Ave', 'Glendale, CA 91201']",Glendale,3.0,10,"{'latitude': 34.1659202575684, 'longitude': -118.289619445801}",
Aurora Theater,"['4412 East Village Rd', 'Long Beach, CA 90808']",Long Beach,5.0,5,"{'latitude': 33.83345, 'longitude': -118.14098}",
Mack Sennett Studios,"['1215 Bates Ave', 'Los Angeles, CA 90029']",Los Angeles,4.0,30,"{'latitude': 34.0956, 'longitude': -118.28213}",
4000 WEST,"['4000 W Burbank Blvd', 'Burbank, CA 91505']",Burbank,4.0,4,"{'latitude': 34.1734394, 'longitude': -118.3531803}",
Photomatica Photo Booth,"['Los Angeles, CA 90401']",Los Angeles,5.0,31,"{'latitude': 34.0157, 'longitude': -118.49286}",
Studio Pictures Vehicles,"['7502 Wheatland Ave', 'Sun Valley, CA 91352']",Sun Valley,3.0,16,"{'latitude': 34.20725, 'longitude': -118.36127}",
Paul's Photo Inc,"['23845 Hawthorne Blvd', 'Torrance, CA 90505']",Torrance,4.5,201,"{'latitude': 33.8075867590572, 'longitude': -118.351535936738}",3.0
King and Queen Party Rentals,"['Norwalk, CA 90650']",Norwalk,5.0,105,"{'latitude': 33.90285, 'longitude': -118.07988}",
CypherBlu Lighting and Grip,"['11607 Tuxford St', 'Sun Valley, CA 91352']",Sun Valley,5.0,3,"{'latitude': 34.2248182, 'longitude': -118.3850129}",
Tuttle Cameras,"['5467 E Carson St', 'Long Beach, CA 90808']",Long Beach,4.0,162,"{'latitude': 33.832545, 'longitude': -118.1264294}",2.0
Quixote Expendables/Studio Store - Los Angeles,"['1000 N Cahuenga Blvd', 'Los Angeles, CA 90038']",Los Angeles,3.5,6,"{'latitude': 34.08942, 'longitude': -118.32828}",
Astro Audio Video Lighting,"['6615 San Fernando Rd', 'Glendale, CA 91201']",Glendale,4.5,83,"{'latitude': 34.1690755, 'longitude': -118.2928008}",
KitSplit,"['Burbank, CA 91505']",Burbank,5.0,2,"{'latitude': 34.15592, 'longitude': -118.34321}",
SoundBite Studios,"['3333 S Hill St', 'Los Angeles, CA 90007']",Los Angeles,4.5,41,"{'latitude': 34.0201184, 'longitude': -118.274817}",
Central City Stages,"['20932 Osborne St', 'Canoga Park, CA 91304']",Canoga Park,3.0,12,"{'latitude': 34.2325043, 'longitude': -118.5898022}",
Luna Dance Center,"['462 W Colorado St', 'Glendale, CA 91204']",Glendale,5.0,67,"{'latitude': 34.142237, 'longitude': -118.263568}",
Ceci's Party Rental,"['12131 Washington Pl', 'Ste C', 'Los Angeles, CA 90066']",Los Angeles,4.5,36,"{'latitude': 34.001, 'longitude': -118.42778}",
Photo Booth Montage,"['3950 Laurel Canyon Blvd', 'Ste 1812', 'Los Angeles, CA 91614']",Los Angeles,5.0,16,"{'latitude': 34.142315, 'longitude': -118.394157}",
LB Entertainment,"['1830 Ocean Blvd', 'Long Beach, CA 90802']",Long Beach,5.0,73,"{'latitude': 33.764207, 'longitude': -118.170059}",
STUDIO BUCKMAN,"['820 N Hollywood Way', 'Burbank, CA 91505']",Burbank,5.0,19,"{'latitude': 34.1652800879926, 'longitude': -118.345380015671}",
Thunder Studios,"['20434 S Santa Fe Ave', 'Long Beach, CA 90810']",Long Beach,2.5,4,"{'latitude': 33.84549, 'longitude': -118.21092}",
Splendid Studio Photo Booth,"['1920 Hillhurst Ave', 'Ste V913', 'Los Angeles, CA 90027']",Los Angeles,4.5,71,"{'latitude': 34.1060608, 'longitude': -118.2871422}",
Step and Repeat LA,"['10518 Johanna Ave', 'Los Angeles, CA 91040']",Los Angeles,5.0,42,"{'latitude': 34.260728, 'longitude': -118.34643}",
The Dreamshot,"['Los Angeles, CA 90025']",Los Angeles,5.0,39,"{'latitude': 34.0453109741211, 'longitude': -118.448333740234}",
LA Percussion & Backline Rentals,"['26450 Ruether Ave', 'Ste 208', 'Santa Clarita, CA 91350']",Santa Clarita,5.0,2,"{'latitude': 34.4147648, 'longitude': -118.4992308}",
Rockstar Photo Booth,"['Los Angeles, CA 90024']",Los Angeles,4.5,58,"{'latitude': 34.0652923583984, 'longitude': -118.435012817383}",
Patricia Maureen Photography - PMP,"['Encino, CA 91316']",Encino,5.0,5,"{'latitude': 34.16642, 'longitude': -118.52013}",
Loyal Studios,"['3513 Pacific Ave', 'Burbank, CA 91505']",Burbank,4.5,14,"{'latitude': 34.1884819, 'longitude': -118.3497641}",
Godfather Films,"['9899 Indiana Ave', 'Ste 102', 'Riverside, CA 92503']",Riverside,3.5,12,"{'latitude': 33.910635, 'longitude': -117.448786}",
Yell Cut,"['7684 Clybourn Ave', 'Sun Valley, CA 91352']",Sun Valley,4.5,8,"{'latitude': 34.20949, 'longitude': -118.36258}",
Champion Site + Sound formally Ambiance Lighting Pros,"['6940 Valjean Ave', 'Van Nuys, CA 91406']",Van Nuys,5.0,41,"{'latitude': 34.1969071, 'longitude': -118.4849821}",
JK Wedding Events,"['Los Angeles, CA 90020']",Los Angeles,5.0,188,"{'latitude': 34.06698, 'longitude': -118.29979}",
Studio 116,"['13136 Saticoy St', 'Ste G', 'North Hollywood, CA 91605']",North Hollywood,4.5,23,"{'latitude': 34.207289, 'longitude': -118.4194881}",
Proud Digital Media,"['1933 11th St', 'Ste B', 'Upland, CA 91786']",Upland,5.0,4,"{'latitude': 34.1035083, 'longitude': -117.6878084}",
Stay Golden Photo Booth,"['Pasadena, CA 91101']",Pasadena,5.0,267,"{'latitude': 34.1436958312988, 'longitude': -118.138412475586}",
PhotoCreds,"['Los Angeles, CA 91606']",Los Angeles,5.0,91,"{'latitude': 34.18591, 'longitude': -118.38516}",
Two of a Kind,"['2232 E Gladwick St', 'Compton, CA 90220']",Compton,5.0,4,"{'latitude': 33.8528303, 'longitude': -118.2258763}",
HandsFree Party,"['7009 Colbath Ave', 'Van Nuys, CA 91405']",Van Nuys,5.0,1,"{'latitude': 34.1979, 'longitude': -118.43703}",
Azteca Party Rentals,"['14039 Garfield Ave', 'Ste ""C"" & ""D""', 'Paramount, CA 90723']",Paramount,4.5,58,"{'latitude': 33.906465, 'longitude': -118.1693}",
MICHELLE CARMEN GOMEZ,"['429 Venice Blvd', 'Los Angeles, CA 90015']",Los Angeles,5.0,3,"{'latitude': 34.0368063085356, 'longitude': -118.268306766531}",
MO STUDIO,"['9502 Las Tunas Dr', 'Temple City, CA 91780']",Temple City,5.0,152,"{'latitude': 34.1061793, 'longitude': -118.0635071}",
Source One Rentals,"['441 E Columbine Ave', 'Unit E', 'Santa Ana, CA 92707']",Santa Ana,5.0,19,"{'latitude': 33.703704, 'longitude': -117.8615085}",
HNYPT,"['212 W 12th St', 'Los Angeles, CA 90015']",Los Angeles,4.0,10,"{'latitude': 34.03877, 'longitude': -118.26162}",2.0
LZ Bridal,"['9570 Las Tunas Dr', 'Temple City, CA 91780']",Temple City,4.5,48,"{'latitude': 34.10635, 'longitude': -118.06121}",2.0
Irin Studio Photography,"['8362 Artesia Blvd', 'Unit A', 'Buena Park, CA 90621']",Buena Park,5.0,231,"{'latitude': 33.8730115, 'longitude': -117.98723}",
Inside The Frame,"['89 E Montecito Ave', 'Sierra Madre, CA 91024']",Sierra Madre,5.0,2,"{'latitude': 34.1634368896484, 'longitude': -118.05069732666}",
Orbit Event Rentals,"['9525 Sorensen Ave', 'Santa Fe Springs, CA 90670']",Santa Fe Springs,4.5,38,"{'latitude': 33.952601, 'longitude': -118.05787}",
SnapShotz Photobooth Rentals,"['Arcadia, CA 91006']",Arcadia,4.5,2,"{'latitude': 34.1397380799502, 'longitude': -118.03569895159}",
Jackson Shrub Supply,"['11505 Vanowen St', 'North Hollywood, CA 91605']",North Hollywood,4.0,10,"{'latitude': 34.19452, 'longitude': -118.3826}",
888 Productions,"['2922 E Chapman Ave', 'Ste 202', 'Orange, CA 92869']",Orange,5.0,42,"{'latitude': 33.787394, 'longitude': -117.822501}",
Dashing Events,"['Cerritos, CA 91436']",Cerritos,5.0,169,"{'latitude': 33.8665168, 'longitude': -118.485123}",
Frankie's Photo Booth,"['29619 S Western Ave', 'Rancho Palos Verdes, CA 90275']",Rancho Palos Verdes,5.0,4,"{'latitude': 33.7479553222656, 'longitude': -118.309913635254}",
Aaron Alvarez Photography,"['207 N Broadway', 'Ste D', 'Santa Ana, CA 92701']",Santa Ana,5.0,19,"{'latitude': 33.7464076635218, 'longitude': -117.869474329054}",
A Cut Above The Rest Productions,"['7100 Hayvenhurst Ave', 'Ste 103', 'Van Nuys, CA 91406']",Van Nuys,3.5,31,"{'latitude': 34.2702685161688, 'longitude': -118.614921569824}",
Annnd Action Photo Booth,"['18039 Chatsworth St', 'Ste 33374', 'Granada Hills, CA 91394']",Granada Hills,5.0,8,"{'latitude': 34.2647538, 'longitude': -118.5260232}",
Authorized Camera Service,"['21250 Califa St', 'Ste110', 'Woodland Hills, CA 91367']",Woodland Hills,3.0,31,"{'latitude': 34.176614, 'longitude': -118.593892}",2.0
King Kong 1 Hour Photo & Studio,"['1617 E Anaheim St', 'Long Beach, CA 90813']",Long Beach,4.5,69,"{'latitude': 33.7829132080078, 'longitude': -118.171440124512}",
Mad Mochi Photo Booth Rental,"['Diamond Bar, CA 91765']",Diamond Bar,5.0,40,"{'latitude': 34.00223, 'longitude': -117.81387}",
Athletic Garage Dance Center,"['121 Waverly Dr', 'Pasadena, CA 91105']",Pasadena,4.5,46,"{'latitude': 34.13996, 'longitude': -118.15299}",
LA Party Rents,"['13520 Saticoy St', 'Van Nuys, CA 91402']",Van Nuys,4.0,34,"{'latitude': 34.2089455, 'longitude': -118.4274593}",
CeleBooth,"['6760 Mount Whitney Dr', 'Buena Park, CA 90620']",Buena Park,5.0,23,"{'latitude': 33.8217164298308, 'longitude': -118.015377991402}",
Hollywood Casting and Film,"['7080 Hollywood Blvd', 'Ste 312', 'Los Angeles, CA 90028']",Los Angeles,4.5,119,"{'latitude': 34.1012703829078, 'longitude': -118.344595}",
George Swar Photography,"['12900A Garden Grove Blvd', 'Ste 124', 'Garden Grove, CA 92843']",Garden Grove,5.0,145,"{'latitude': 33.773288, 'longitude': -117.90888}",
Modern Props,"['972 Griswold Ave', 'San Fernando, CA 91340']",San Fernando,3.0,2,"{'latitude': 34.2904179, 'longitude': -118.4246572}",
VOX DJs,"['2988 Columbia St', 'Torrance, CA 90503']",Torrance,5.0,1206,"{'latitude': 33.843987, 'longitude': -118.339599}",
Foto Vibe Photo Station,"['274 Cecil Pl', 'Costa Mesa, CA 92627']",Costa Mesa,5.0,41,"{'latitude': 33.6491123, 'longitude': -117.9006186}",
Photo Booths for Parties,"['1160 E Mariposa Ave', 'El Segundo, CA 90245']",El Segundo,5.0,101,"{'latitude': 33.923387, 'longitude': -118.4045808}",
Pinata Fiesta Party Supply & Rentals,"['Long Beach, CA 90813']",Long Beach,4.0,108,"{'latitude': 33.78245, 'longitude': -118.19225}",
Something New and Blue Photography Videography,"['130 E Dyer Rd', 'Ste C', 'Santa Ana, CA 92707']",Santa Ana,5.0,56,"{'latitude': 33.7083835, 'longitude': -117.8663097}",
Let's Get Twisted,"['6870 Oran Cir', 'Ste C', 'Buena Park, CA 90621']",Buena Park,5.0,2,"{'latitude': 33.86022, 'longitude': -118.00496}",
Photo Touch Booth Rentals,"['Valencia, CA 91355']",Valencia,5.0,19,"{'latitude': 34.4435997009277, 'longitude': -118.610000610352}",
Freedom Photo Booth,"['Long Beach, CA 90808']",Long Beach,5.0,68,"{'latitude': 33.8394, 'longitude': -118.12962}",
J & M Entertainment,"['26027 Huntington Ln', 'Ste E', 'Valencia, CA 91355']",Valencia,4.5,67,"{'latitude': 34.4372581848166, 'longitude': -118.591469075749}",
SMS Generators,"['9800 Independence Ave', 'Chatsworth, CA 91311']",Chatsworth,5.0,1,"{'latitude': 34.24838, 'longitude': -118.59021}",
The PhotoBooth Guy,"['14182 Central Ave', 'Ste E', 'Chino, CA 91710']",Chino,5.0,322,"{'latitude': 33.9957502, 'longitude': -117.6899126}",
A Plus Portable Service,"['15127 Illinoise Ave', 'Paramount, CA 90723']",Paramount,4.0,18,"{'latitude': 33.895556, 'longitude': -118.1658001}",
Assured AudioVisual,"['2941 E Miraloma Ave', 'Ste 3', 'Anaheim, CA 92806']",Anaheim,4.5,30,"{'latitude': 33.8565903397438, 'longitude': -117.866875470148}",2.0
Cateraoke Weddings + Events,"['1515 E 3rd St', 'Long Beach, CA 90802']",Long Beach,4.5,19,"{'latitude': 33.770099, 'longitude': -118.172813}",
Party Plaza,"['500 E Broadway', 'Glendale, CA 91205']",Glendale,3.0,85,"{'latitude': 34.14603, 'longitude': -118.24982}",
Cheers To You Photo Booth,"['Huntington Beach, CA 92647']",Huntington Beach,5.0,46,"{'latitude': 33.7099418640137, 'longitude': -117.99047088623}",
Green Set,"['11617 Dehougne St', 'North Hollywood, CA 91605']",North Hollywood,1.5,5,"{'latitude': 34.196336, 'longitude': -118.383859}",
Los Angeles Partyworks,"['9712 Alpaca St', 'South El Monte, CA 91733']",South El Monte,3.5,51,"{'latitude': 34.04853, 'longitude': -118.05731}",
Party Planners Plus,"['Santa Clarita, CA 91351']",Santa Clarita,4.0,39,"{'latitude': 34.4338228, 'longitude': -118.5155901}",
GEC Events,"['9800 Topanga Canyon Blvd', 'Ste 80', 'Chatsworth, CA 91311']",Chatsworth,4.5,16,"{'latitude': 34.2488817, 'longitude': -118.6054606}",
Boss Brides,"['West Covina, CA 91791']",West Covina,5.0,213,"{'latitude': 34.0606269836426, 'longitude': -117.893623352051}",
Shmily Wedding Photography,"['17891 Sky Park Cir', 'Ste C', 'Irvine, CA 92614']",Irvine,5.0,89,"{'latitude': 33.691487, 'longitude': -117.859442}",
UltraStar Event Productions,"['Huntington Beach, CA 92708']",Huntington Beach,5.0,152,"{'latitude': 33.70999, 'longitude': -117.94892}",
AAA Entertainment @ Vietnamese DJ,"['Westminster, Mid-City, CA 92703']","Westminster, Mid-City",5.0,375,"{'latitude': 33.753689, 'longitude': -117.981652}",
Pixarity,"['4533 MacArthur Blvd', 'Ste 5114', 'Newport Beach, CA 92660']",Newport Beach,5.0,71,"{'latitude': 33.669682, 'longitude': -117.8654376}",
Redefine Rentals,"['127 East State St', 'Redlands, CA 92373']",Redlands,5.0,7,"{'latitude': 34.056709, 'longitude': -117.180642}",2.0
The Narrative Loft,"['1 N Calle Cesar Chavez', 'Ste 240', 'Santa Barbara, CA 93103']",Santa Barbara,5.0,54,"{'latitude': 34.4179699, 'longitude': -119.68376}",
Roland Photography,"['Santa Barbara, CA 93109']",Santa Barbara,5.0,23,"{'latitude': 34.4038238525391, 'longitude': -119.709297180176}",
Photo Darkroom,"['1102 Industrial Ave', 'Escondido, CA 92029']",Escondido,4.5,46,"{'latitude': 33.1181163, 'longitude': -117.1028623}",2.0
Burgundy Blue Photography,"['1100 Anacapa St', 'Santa Barbara, CA 93101']",Santa Barbara,5.0,146,"{'latitude': 34.4241261, 'longitude': -119.7022869}",
Pixster Photo Booths,"['San Diego, CA 92117']",San Diego,5.0,241,"{'latitude': 32.8270591, 'longitude': -117.2299556}",
